city,state_id,state_name,country_name,population,zips
KANSAS CITY,MO,MISSOURI,JACKSON,1636715,64161 64163 64165 64167 64053 64151 64153 64155 64154 64157 64156 64158 64108 64109 64102 64106 64105 64101 64128 64129 64124 64125 64126 64127 64120 64123 64164 64166 64192 64119 64118 64114 64117 64116 64111 64110 64113 64112 64132 64130 64146 64145 64149 64147 64139 64138 64133 64131 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999
MANHATTAN,NY,NEW YORK,NEW YORK,1628706,10026 10027 10030 10037 10039 10001 10011 10018 10019 10020 10036 10029 10035 10010 10016 10017 10022 10012 10013 10014 10004 10005 10006 10007 10038 10280 10002 10003 10009 10021 10028 10044 10065 10075 10128 10023 10024 10025 10031 10032 10033 10034 10040
INDIANAPOLIS,IN,INDIANA,MARION,1588961,46218 46219 46217 46214 46260 46268 46224 46228 46183 46231 46234 46235 46236 46237 46239 46250 46208 46201 46203 46202 46205 46204 46256 46254 46259 46227 46226 46225 46222 46221 46220 46229 46113 46278 46241 46240 46206 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298
BRONX,NY,NEW YORK,BRONX,1418207,10453 10457 10460 10458 10467 10468 10451 10452 10456 10454 10455 10459 10474 10463 10471 10466 10469 10470 10475 10461 10462 10464 10465 10472 10473
BUFFALO,NY,NEW YORK,ERIE,914341,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280
OMAHA,NE,NEBRASKA,DOUGLAS,847819,68112 68117 68118 68107 68104 68105 68108 68178 68164 68122 68127 68124 68022 68111 68110 68114 68116 68137 68135 68132 68144 68134 68131 68130 68102 68106 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68182 68183 68197 68198
HONOLULU,HI,HAWAII,HONOLULU,820987,96859 96850 96822 96826 96813 96815 96814 96817 96816 96819 96818 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898
ROCHESTER,NY,NEW YORK,MONROE,703952,14608 14609 14606 14604 14605 14607 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14653
ALLENTOWN,PA,PENNSYLVANIA,LEHIGH,683794,18105 18104 18101 18103 18102 18109 18001
COLORADO SPRINGS,CO,COLORADO,EL PASO,642413,80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997
SPRINGFIELD,MA,MASSACHUSETTS,HAMPDEN,623401,01151 01118 01119 01199 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01144 01152
ALBANY,NY,NEW YORK,ALBANY,586383,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12223 12226 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261
WORCESTER,MA,MASSACHUSETTS,WORCESTER,498328,01610 01608 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655
STATEN ISLAND,NY,NEW YORK,RICHMOND,476143,10302 10303 10310 10306 10307 10308 10309 10312 10301 10304 10305 10314
DES MOINES,IA,IOWA,POLK,473957,50309 50312 50314 50316 50317 50310 50311 50313 50319 50321 50320 50315 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983
HARRISBURG,PA,PENNSYLVANIA,DAUPHIN,442289,17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130
SPOKANE,WA,WASHINGTON,SPOKANE,412275,99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260
SYRACUSE,NY,NEW YORK,ONONDAGA,404223,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13221 13235 13244 13252 13261
LANCASTER,PA,PENNSYLVANIA,LANCASTER,401524,17603 17602 17601 17608 17622 17699
POUGHKEEPSIE,NY,NEW YORK,DUTCHESS,394760,12601 12603 12602
AUGUSTA,GA,GEORGIA,RICHMOND,390809,30912 30815 30812 30907 30906 30904 30901 30905 30909 30805 30914 30916 30917 30919 30999
BOISE,ID,IDAHO,ADA,389280,83703 83702 83705 83704 83709 83716 83706 83712 83713 83701 83708 83715 83717 83720 83722 83724 83725 83728 83729 83735 83756 83799
SCRANTON,PA,PENNSYLVANIA,LACKAWANNA,384250,18509 18508 18510 18503 18505 18507 18504 18515 18540
AURORA,CO,COLORADO,ADAMS,379289,80247 80137 80045 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047
FORT WAYNE,IN,INDIANA,ALLEN,334122,46835 46845 46818 46814 46815 46816 46803 46802 46807 46806 46805 46804 46809 46808 46825 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897
SAN JUAN,PR,PUERTO RICO,SAN JUAN,323279,00918 00913 00911 00917 00915 00912 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00936 00969 00902 00908 00910 00919 00922 00928 00929 00930 00931 00935 00937 00939 00940 00955 00975
FORT COLLINS,CO,COLORADO,LARIMER,312666,80521 80528 80526 80524 80525 80523 80527 80553
LINCOLN,NE,NEBRASKA,LANCASTER,289490,68528 68524 68526 68520 68521 68522 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68509 68529 68542 68544 68583 68588
SPRINGFIELD,MO,MISSOURI,GREENE,288090,65810 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65897 65898 65899
DAVENPORT,IA,IOWA,SCOTT,285362,52802 52803 52801 52806 52807 52804 52805 52808 52809
SOUTH BEND,IN,INDIANA,ST. JOSEPH,280498,46601 46635 46628 46616 46614 46615 46613 46619 46617 46624 46626 46634 46660 46680 46699
SAVANNAH,GA,GEORGIA,CHATHAM,276295,31322 31409 31408 31401 31405 31404 31407 31406 31419 31415 31403 31412 31416 31418 31420 31421
READING,PA,PENNSYLVANIA,BERKS,267155,19604 19601 19602 19611 19603 19612
COLUMBUS,GA,GEORGIA,MUSCOGEE,261445,31829 31820 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999
BARNSTABLE,MA,MASSACHUSETTS,BARNSTABLE,242847,02635 02637 02630 02632 02601 02655 02672 02675 02647 02648 02668 02634
KENNEWICK,WA,WASHINGTON,BENTON,240735,99337 99336 99338
YORK,PA,PENNSYLVANIA,YORK,233184,17404 17401 17403 17405
EVANSVILLE,IN,INDIANA,VANDERBURGH,230427,47708 47714 47715 47710 47711 47713 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750
BREMERTON,WA,WASHINGTON,KITSAP,218400,98312 98314 98310 98367 98337
TACOMA,WA,WASHINGTON,PIERCE,217827,98422 98421 98402 98403 98404 98405 98408 98409 98406 98407 98465 98416 98418 98444 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490
FARGO,ND,NORTH DAKOTA,CASS,208675,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126
PORTLAND,ME,MAINE,CUMBERLAND,203969,04101 04102 04103 04108 04019 04109 04104 04112 04116 04122 04123 04124
OLYMPIA,WA,WASHINGTON,THURSTON,200915,98501 98502 98506 98504 98507 98508
YONKERS,NY,NEW YORK,WESTCHESTER,200370,10708 10703 10701 10705 10704 10707 10710 10702
CEDAR RAPIDS,IA,IOWA,LINN,188038,52404 52405 52402 52401 52411 52403 52406 52407 52408 52409 52410 52497 52498 52499
ERIE,PA,PENNSYLVANIA,ERIE,184484,16546 16510 16511 16508 16502 16507 16504 16503 16501 16512 16514 16522 16530 16534 16538 16541 16544 16550 16553
VANCOUVER,WA,WASHINGTON,CLARK,184463,98684 98664 98665 98660 98661 98662 98663 98682 98683 98687
NAMPA,ID,IDAHO,CANYON,184428,83651 83686 83687
MARYSVILLE,WA,WASHINGTON,SNOHOMISH,170009,98271 98270
GAINESVILLE,GA,GEORGIA,HALL,167371,30501 30507 30504
BAYAMÓN,PR,PUERTO RICO,BAYAMÓN,161034,00959 00957 00956 00934 00960 00961 00966 00916
LAKEWOOD,CO,COLORADO,JEFFERSON,157935,80465 80232 80235 80214 80215 80227 80226 80228 80201 80225
LAFAYETTE,IN,INDIANA,TIPPECANOE,157820,47909 47905 47904 47901 47902 47903
WARNER ROBINS,GA,GEORGIA,HOUSTON,155140,31088 31005 31093 31099
MACON,GA,GEORGIA,BIBB,153159,31206 31052 31210 31211 31213 31216 31217 31207 31204 31201 31220 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297
NEW BEDFORD,MA,MASSACHUSETTS,BRISTOL,149910,02740 02744 02745 02746 02741 02742
BELLEVUE,WA,WASHINGTON,KING,148164,98004 98005 98006 98007 98008 98009 98015
BINGHAMTON,NY,NEW YORK,BROOME,148145,13904 13905 13901 13903
ELKHART,IN,INDIANA,ELKHART,147567,46514 46517 46516 46515
PUEBLO,CO,COLORADO,PUEBLO,143932,81004 81005 81003 81001 81008 81002 81010 81011 81012
COLUMBIA,MO,MISSOURI,BOONE,141645,65202 65203 65201 65215 65211 65216 65217 65218 65299
ATHENS,GA,GEORGIA,CLARKE,141532,30622 30601 30602 30605 30606 30607 30609 30683 30603 30608 30612
THORNTON,CO,COLORADO,ADAMS,141464,80260 80233 80241 80602 80640 80023 80229 80614
GRAND JUNCTION,CO,COLORADO,MESA,139143,81505 81504 81507 81506 81501
GREELEY,CO,COLORADO,WELD,137810,80634 80631 80632 80633 80638 80639
CAROLINA,PR,PUERTO RICO,CAROLINA,136771,00979 00987 00982 00983 00985 00981 00984 00986 00988
YAKIMA,WA,WASHINGTON,YAKIMA,133191,98901 98903 98902 98908 98904 98907
KENT,WA,WASHINGTON,KING,132319,98031 98030 98032 98042 98035 98064 98089
BELLINGHAM,WA,WASHINGTON,WHATCOM,130641,98229 98225 98226 98228
BOULDER,CO,COLORADO,BOULDER,124345,80310 80304 80305 80302 80303 80301 80307 80309 80314
ARVADA,CO,COLORADO,JEFFERSON,121272,80005 80004 80007 80003 80002 80403 80001 80006
BILLINGS,MT,MONTANA,YELLOWSTONE,120728,59106 59105 59102 59101 59104 59107 59108 59115 59116 59117
LEOMINSTER,MA,MASSACHUSETTS,WORCESTER,119690,1453
CAMBRIDGE,MA,MASSACHUSETTS,MIDDLESEX,118927,02142 02140 02141 02139 02138 02238 02477
IOWA CITY,IA,IOWA,JOHNSON,118041,52245 52246 52240 52242 52243 52244
DOVER,DE,DELAWARE,KENT,117282,19902 19901 19904 19905 19906
COEUR D'ALENE,ID,IDAHO,KOOTENAI,116834,83815 83814 83816
INDEPENDENCE,MO,MISSOURI,JACKSON,116672,64054 64055 64056 64057 64050 64052 64053 64015 64016 64051
BLOOMINGTON,IN,INDIANA,MONROE,115884,47406 47408 47401 47403 47404 47405 47407
MERIDIAN,ID,IDAHO,ADA,114161,83646 83642 83680
PONCE,PR,PUERTO RICO,PONCE,113401,00728 00717 00716 00730 00732 00733 00734
WESTMINSTER,CO,COLORADO,ADAMS,113166,80030 80031 80234 80005 80003 80021 80020 80035
UTICA,NY,NEW YORK,ONEIDA,112650,13501 13502 13503 13504 13505 13599
WATERLOO,IA,IOWA,BLACK HAWK,111631,50707 50703 50702 50701
EVERETT,WA,WASHINGTON,SNOHOMISH,111475,98207 98204 98205 98203 98201 98208 98275 98206 98213
LOWELL,MA,MASSACHUSETTS,MIDDLESEX,110997,01851 01850 01852 01854 01853
CENTENNIAL,CO,COLORADO,ARAPAHOE,110937,80122 80121 80112 80016 80015 80111 80155 80161
SANDY SPRINGS,GA,GEORGIA,FULTON,109452,30339 30350 30327 30328 30342 30358 31150 31156
POTTSTOWN,PA,PENNSYLVANIA,MONTGOMERY,108758,19464
SIOUX CITY,IA,IOWA,WOODBURY,106455,51106 51104 51105 51103 51101 51108 51109 51111
HIGHLANDS RANCH,CO,COLORADO,DOUGLAS,105631,80129 80126 80130 80163
LONGMONT,CO,COLORADO,BOULDER,102474,80501 80503 80504
RENTON,WA,WASHINGTON,KING,101751,98059 98058 98057 98056 98055
CARMEL,IN,INDIANA,HAMILTON,101068,46290 46032 46033 46280 46082
SPOKANE VALLEY,WA,WASHINGTON,SPOKANE,101060,99206 99016 99212 99216 99037 99211 99213 99215
IDAHO FALLS,ID,IDAHO,BONNEVILLE,100442,83401 83402 83404 83415
LAFAYETTE,CO,COLORADO,BOULDER,99645,80026
LEE'S SUMMIT,MO,MISSOURI,JACKSON,99357,64086 64082 64064 64063 64081 64002
SOUTH FULTON,GA,GEORGIA,FULTON,99155,30336 30331 30349 30291 30296 30213 31131
BISMARCK,ND,NORTH DAKOTA,BURLEIGH,98345,58505 58504 58501 58503 58507
FEDERAL WAY,WA,WASHINGTON,KING,96289,98023 98001 98003 98063 98093
BROCKTON,MA,MASSACHUSETTS,PLYMOUTH,95708,02301 02302 02303 02304 02305
FISHERS,IN,INDIANA,HAMILTON,95310,46038 46040 46256 46037 46085
ROSWELL,GA,GEORGIA,FULTON,94763,30076 30075 30077
QUINCY,MA,MASSACHUSETTS,NORFOLK,94470,02169 02171 02170 02269
LYNN,MA,MASSACHUSETTS,ESSEX,94299,01905 01904 01902 01901 01903 01910
KIRKLAND,WA,WASHINGTON,KING,93010,98034 98033 98011 98083
MISSOULA,MT,MONTANA,MISSOULA,92895,59808 59803 59802 59801 59812
TERRE HAUTE,IN,INDIANA,VIGO,92490,47804 47807 47802 47803 47809 47801 47808
FALL RIVER,MA,MASSACHUSETTS,BRISTOL,89541,02724 02723 02720 02721 02790 02747 02722
ALBANY,GA,GEORGIA,DOUGHERTY,89217,31721 31701 31707 31705 31702 31703 31706 31708
O'FALLON,MO,MISSOURI,ST. CHARLES,88673,63367 63366 63368
NEWTON,MA,MASSACHUSETTS,MIDDLESEX,88414,02464 02467 02466 02461 02462 02468 02465 02460 02459 02458 02456 02495
MUNCIE,IN,INDIANA,DELAWARE,87879,47306 47305 47303 47304 47302 47307
STATE COLLEGE,PA,PENNSYLVANIA,CENTRE,87723,16802 16803 16801 16804 16805
DALTON,GA,GEORGIA,WHITFIELD,86628,30721 30720 30719 30722
ANDERSON,IN,INDIANA,MADISON,85992,46016 46011 46012 46013 46014 46015 46018
JOHNS CREEK,GA,GEORGIA,FULTON,84579,30022 30097 30005
JOPLIN,MO,MISSOURI,JASPER,84048,64804 64801 64802 64803
AUBURN,WA,WASHINGTON,KING,81464,98001 98002 98092
SOMERVILLE,MA,MASSACHUSETTS,MIDDLESEX,81360,02144 02145 02143
LAWRENCE,MA,MASSACHUSETTS,ESSEX,80028,01843 01840 01841 01842
VALDOSTA,GA,GEORGIA,LOWNDES,79820,31698 31602 31601 31605 31603 31604
KOKOMO,IN,INDIANA,HOWARD,79351,46902 46901 46903 46965
ST. JOSEPH,MO,MISSOURI,BUCHANAN,79161,64503 64501 64507 64504 64506 64505 64502 64508
LOVELAND,CO,COLORADO,LARIMER,78877,80538 80537 80539
NEW ROCHELLE,NY,NEW YORK,WESTCHESTER,78557,10804 10801 10805 10802
LEBANON,PA,PENNSYLVANIA,LEBANON,78302,17046 17042
BETHLEHEM,PA,PENNSYLVANIA,NORTHAMPTON,75815,18017 18016 18015 18018 18025
HAMMOND,IN,INDIANA,LAKE,75522,46394 46323 46320 46327 46324 46325
PASCO,WA,WASHINGTON,FRANKLIN,75432,99301 99302
GARY,IN,INDIANA,LAKE,74879,46409 46408 46407 46406 46405 46404 46403 46402
ALTOONA,PA,PENNSYLVANIA,BLAIR,74829,16601 16602 16603
FRAMINGHAM,MA,MASSACHUSETTS,MIDDLESEX,74416,01701 01702 01703 01704 01705
CAGUAS,PR,PUERTO RICO,CAGUAS,73322,00725 00727 00726
POCATELLO,ID,IDAHO,BANNOCK,72878,83204 83201 83209 83205 83206
WENATCHEE,WA,WASHINGTON,CHELAN,72350,98801
REDMOND,WA,WASHINGTON,KING,71929,98052 98073
MOUNT VERNON,WA,WASHINGTON,SKAGIT,71422,98274 98273
ST. CHARLES,MO,MISSOURI,ST. CHARLES,71028,63301 63303 63302
BROOMFIELD,CO,COLORADO,BROOMFIELD,70465,80023 80021 80020 80516 80038
WILMINGTON,DE,DELAWARE,NEW CASTLE,70166,19809 19802 19801 19806 19805 19850 19880 19884 19885 19886 19890 19893 19894 19895 19896 19898 19899
CASTLE ROCK,CO,COLORADO,DOUGLAS,68484,80104 80108 80109
HANOVER,PA,PENNSYLVANIA,YORK,68165,17331 17332 17333 17334
DUBUQUE,IA,IOWA,DUBUQUE,68109,52002 52003 52001 52004 52099
SARATOGA SPRINGS,NY,NEW YORK,SARATOGA,68028,12866
GUAYNABO,PR,PUERTO RICO,GUAYNABO,68024,00971 00934 00966 00965 00968 00969 00970
AMES,IA,IOWA,STORY,67910,50014 50012 50011 50010 50013
WEST DES MOINES,IA,IOWA,POLK,67899,50265 50266 50263 50061 50336 50339 50359 50360 50361 50362 50363 50364 50367 50368 50369 50398
ANKENY,IA,IOWA,POLK,67355,50023 50021
MOUNT VERNON,NY,NEW YORK,WESTCHESTER,67345,10552 10553 10550 10551
ALPHARETTA,GA,GEORGIA,FULTON,67213,30022 30004 30005 30009 30023
LONGVIEW,WA,WASHINGTON,COWLITZ,67081,98632
SAMMAMISH,WA,WASHINGTON,KING,65892,98029 98075 98074
SCHENECTADY,NY,NEW YORK,SCHENECTADY,65273,12305 12304 12307 12308 12301 12325 12345
GREAT FALLS,MT,MONTANA,CASCADE,65131,59405 59404 59401 59406
MICHIGAN CITY,IN,INDIANA,LAPORTE,65058,46360 46361
GRAND FORKS,ND,NORTH DAKOTA,GRAND FORKS,64748,58202 58203 58201 58206 58208
NOBLESVILLE,IN,INDIANA,HAMILTON,64668,46060 46062 46061
HAVERHILL,MA,MASSACHUSETTS,ESSEX,64014,01832 01830 01835 01831
GLENS FALLS,NY,NEW YORK,WARREN,63499,12801
BRENTWOOD,NY,NEW YORK,SUFFOLK,63399,11717
JOHNSTOWN,PA,PENNSYLVANIA,CAMBRIA,63141,15906 15905 15902 15901 15907
ELMIRA,NY,NEW YORK,CHEMUNG,62989,14901 14905 14904 14902
WALTHAM,MA,MASSACHUSETTS,MIDDLESEX,62495,02452 02451 02453 02454 02455
COUNCIL BLUFFS,IA,IOWA,POTTAWATTAMIE,62166,51503 51501 51502
MONESSEN,PA,PENNSYLVANIA,WESTMORELAND,61960,15062
ROME,GA,GEORGIA,FLOYD,61537,30161 30165 30162
MAYAGÜEZ,PR,PUERTO RICO,MAYAGÜEZ,61361,00682 00680 00681
LAKEWOOD,WA,WASHINGTON,PIERCE,61037,98499 98498 98496 98497
MARIETTA,GA,GEORGIA,COBB,60867,30060 30062 30064 30067 30008 30006 30007 30090
MALDEN,MA,MASSACHUSETTS,MIDDLESEX,60470,2148
COMMERCE CITY,CO,COLORADO,ADAMS,60336,80640 80022 80037
SOUTH HILL,WA,WASHINGTON,PIERCE,60172,98375 98374 98373
COLUMBUS,IN,INDIANA,BARTHOLOMEW,59897,47201 47203 47202
BANGOR,ME,MAINE,PENOBSCOT,59772,04401 04402
GREENWOOD,IN,INDIANA,JOHNSON,59458,46184 46142 46143
LEWISTON,ME,MAINE,ANDROSCOGGIN,58802,04240 04241 04243
MIDDLETOWN,NY,NEW YORK,ORANGE,58592,10940
CALDWELL,ID,IDAHO,CANYON,58481,83607 83605
RICHLAND,WA,WASHINGTON,BENTON,58225,99352 99354
ST. PETERS,MO,MISSOURI,ST. CHARLES,58212,63376
WHITE PLAINS,NY,NEW YORK,WESTCHESTER,58109,10603 10601 10604 10605 10606 10602
JEFFERSON CITY,MO,MISSOURI,COLE,58025,65101 65109 65102 65103 65104 65105 65106 65107 65108 65110 65111
CARTERSVILLE,GA,GEORGIA,BARTOW,57873,30121 30120
WALLA WALLA,WA,WASHINGTON,WALLA WALLA,57860,99362
WEYMOUTH,MA,MASSACHUSETTS,NORFOLK,57746,02191 02190 02188 02189
PARKER,CO,COLORADO,DOUGLAS,57706,80138 80134
BOZEMAN,MT,MONTANA,GALLATIN,57695,59718 59715 59719
EAST STROUDSBURG,PA,PENNSYLVANIA,MONROE,57577,18301
TAUNTON,MA,MASSACHUSETTS,BRISTOL,57464,02780 02767 02718
MEDFORD,MA,MASSACHUSETTS,MIDDLESEX,57341,02155 02153 02156
SHORELINE,WA,WASHINGTON,KING,57027,98155 98177 98133 98160
SMYRNA,GA,GEORGIA,COBB,56666,30126 30082 30080 30081
CAPE GIRARDEAU,MO,MISSOURI,CAPE GIRARDEAU,56551,63703 63701
BLUE SPRINGS,MO,MISSOURI,JACKSON,55829,64014 64015 64013
PITTSFIELD,MA,MASSACHUSETTS,BERKSHIRE,55697,01201 01202 01203
HAZLETON,PA,PENNSYLVANIA,LUZERNE,55604,18201
TWIN FALLS,ID,IDAHO,TWIN FALLS,55556,83301 83303
BROOKHAVEN,GA,GEORGIA,DEKALB,55554,30329 30319 31119
ITHACA,NY,NEW YORK,TOMPKINS,55137,14853 14850 14851
CHICOPEE,MA,MASSACHUSETTS,HAMPDEN,55126,01020 01022 01013 01014 01021
STONECREST,GA,GEORGIA,DEKALB,54903,30035 30038 30058
KINGSTON,NY,NEW YORK,ULSTER,54791,12401 12402
BRUNSWICK,GA,GEORGIA,GLYNN,53914,31520 31521
WILLIAMSPORT,PA,PENNSYLVANIA,LYCOMING,53861,17701 17703 17705 17720
BELLEVUE,NE,NEBRASKA,SARPY,53544,68123 68147 68005 68157
LEWISTON,ID,IDAHO,NEZ PERCE,53384,83501
GRAND ISLAND,NE,NEBRASKA,HALL,53296,68803 68801
WATERTOWN,NY,NEW YORK,JEFFERSON,53163,13601
CHAMBERSBURG,PA,PENNSYLVANIA,FRANKLIN,53083,17201
REVERE,MA,MASSACHUSETTS,SUFFOLK,53073,2151
