city,state_id,state_name,country_name,population,zips
ASSUMPTION,IL,ILLINOIS,CHRISTIAN,1066,62510
BLOOMFIELD,KY,KENTUCKY,NELSON,1066,40008
FLANAGAN,IL,ILLINOIS,LIVINGSTON,1064,61740
COBDEN,IL,ILLINOIS,UNION,1064,62920
NAUVOO,IL,ILLINOIS,HANCOCK,1063,62354
WISTER,OK,OKLAHOMA,LE FLORE,1062,74966
MAUD,OK,OKLAHOMA,SEMINOLE,1061,74854
GOREVILLE,IL,ILLINOIS,JOHNSON,1060,62972 62939
LAKE SHORE,MN,MINNESOTA,CASS,1058,56468
CALEDONIA,MS,MISSISSIPPI,LOWNDES,1058,39740
CHERRY TREE,OK,OKLAHOMA,ADAIR,1058,74960
SOUTH SHORE,KY,KENTUCKY,GREENUP,1057,41175
FRANKLIN PARK,FL,FLORIDA,BROWARD,1056,33311
HOMESTEAD BASE,FL,FLORIDA,MIAMI-DADE,1054,33039 33033
STILLMAN VALLEY,IL,ILLINOIS,OGLE,1053,61084
NEW HOPE,TN,TENNESSEE,MARION,1052,37380
AURORA,UT,UTAH,SEVIER,1052,84620
NORTHFIELD,KY,KENTUCKY,JEFFERSON,1051,40222
HECTOR,MN,MINNESOTA,RENVILLE,1050,55342
ROSCOMMON,MI,MICHIGAN,ROSCOMMON,1050,48653
GIFFORD,IL,ILLINOIS,CHAMPAIGN,1048,61847
NORLINA,NC,NORTH CAROLINA,WARREN,1047,27563
NINNEKAH,OK,OKLAHOMA,GRADY,1047,73018 73067
RAWLS SPRINGS,MS,MISSISSIPPI,FORREST,1047,39402
AUXIER,KY,KENTUCKY,FLOYD,1045,41602
DODSON BRANCH,TN,TENNESSEE,JACKSON,1044,38501
READING,MI,MICHIGAN,HILLSDALE,1044,49274
MCLEANSVILLE,NC,NORTH CAROLINA,GUILFORD,1044,27301
ALAMANCE,NC,NORTH CAROLINA,ALAMANCE,1042,27201 27215
TRUMAN,MN,MINNESOTA,MARTIN,1042,56088
FOXFIRE,NC,NORTH CAROLINA,MOORE,1042,27281 27376 28315
WORDEN,IL,ILLINOIS,MADISON,1041,62097
OBION,TN,TENNESSEE,OBION,1041,38240
CONCORD,MI,MICHIGAN,JACKSON,1040,49237
EDEN VALLEY,MN,MINNESOTA,MEEKER,1039,55329
EAST GULL LAKE,MN,MINNESOTA,CASS,1039,56401
ECRU,MS,MISSISSIPPI,PONTOTOC,1037,38841
SWEET HOME,AR,ARKANSAS,PULASKI,1037,72206 72164
ASTORIA,IL,ILLINOIS,FULTON,1036,61501
TAYLORS FALLS,MN,MINNESOTA,CHISAGO,1034,55084
CARLTON,MN,MINNESOTA,CARLTON,1033,55718 55733
FAIRLAND,OK,OKLAHOMA,OTTAWA,1031,74343
HORATIO,AR,ARKANSAS,SEVIER,1030,71842
FANNING SPRINGS,FL,FLORIDA,GILCHRIST,1030,32693
KIBLER,AR,ARKANSAS,CRAWFORD,1028,72956 72921
NEWARK,IL,ILLINOIS,KENDALL,1028,60541
CASTLE HAYNE,NC,NORTH CAROLINA,NEW HANOVER,1027,28429
LUXORA,AR,ARKANSAS,MISSISSIPPI,1027,72358
LOVINGTON,IL,ILLINOIS,MOULTRIE,1026,61937
WURTLAND,KY,KENTUCKY,GREENUP,1026,41144
RHODHISS,NC,NORTH CAROLINA,CALDWELL,1024,28667 28601
LILY LAKE,IL,ILLINOIS,KANE,1023,60151 60175
PARADISE,UT,UTAH,CACHE,1022,84328
AFTON,OK,OKLAHOMA,OTTAWA,1020,74331
GASTON,NC,NORTH CAROLINA,NORTHAMPTON,1020,27832
WATTERSON PARK,KY,KENTUCKY,JEFFERSON,1020,40231 40218 40213
BAUDETTE,MN,MINNESOTA,LAKE OF THE WOODS,1020,56623
HEATH SPRINGS,SC,SOUTH CAROLINA,LANCASTER,1019,29058
GRAY,TN,TENNESSEE,WASHINGTON,1016,37615
FRIARS POINT,MS,MISSISSIPPI,COAHOMA,1015,38631
SEABROOK BEACH,NH,NEW HAMPSHIRE,ROCKINGHAM,1015,3874
ROSICLARE,IL,ILLINOIS,HARDIN,1014,62982
PEGGS,OK,OKLAHOMA,CHEROKEE,1014,74441
OILTON,OK,OKLAHOMA,CREEK,1014,74052
COLFAX,IL,ILLINOIS,MCLEAN,1013,61728
KEEWATIN,MN,MINNESOTA,ITASCA,1013,55769 55746 55753
GRIMSLEY,TN,TENNESSEE,FENTRESS,1013,38565 38556
ALEXANDRIA,TN,TENNESSEE,DEKALB,1012,37012
EDINBURG,IL,ILLINOIS,CHRISTIAN,1012,62531
RAMSEY,IL,ILLINOIS,FAYETTE,1011,62080
COAL HILL,AR,ARKANSAS,JOHNSON,1011,72840 72832
CYRIL,OK,OKLAHOMA,CADDO,1011,73029
GOSHEN,KY,KENTUCKY,OLDHAM,1010,40026
ODIN,IL,ILLINOIS,MARION,1009,62870
RICHTON,MS,MISSISSIPPI,PERRY,1008,39476
BECKEMEYER,IL,ILLINOIS,CLINTON,1008,62219
WALDO,FL,FLORIDA,ALACHUA,1008,32694
MCCULLOM LAKE,IL,ILLINOIS,MCHENRY,1008,60050
DE KALB,MS,MISSISSIPPI,KEMPER,1007,39328
NORTH BRANCH,MI,MICHIGAN,LAPEER,1006,48461
WINFIELD,TN,TENNESSEE,SCOTT,1006,37892
MASARYKTOWN,FL,FLORIDA,HERNANDO,1006,34604
VANDER,NC,NORTH CAROLINA,CUMBERLAND,1006,28312
MOUNT IDA,AR,ARKANSAS,MONTGOMERY,1005,71957
EDWARDS,MS,MISSISSIPPI,HINDS,1005,39066
LAKEVIEW,MI,MICHIGAN,MONTCALM,1002,48850
BUDE,MS,MISSISSIPPI,FRANKLIN,1000,39630
COVE CREEK,NC,NORTH CAROLINA,WATAUGA,999,28692 28698 28679
ERICK,OK,OKLAHOMA,BECKHAM,999,73645
SHADY POINT,OK,OKLAHOMA,LE FLORE,999,74956
COLUMBUS,NC,NORTH CAROLINA,POLK,998,28722 28756
MORRISONVILLE,IL,ILLINOIS,CHRISTIAN,998,62546
HIDEOUT,UT,UTAH,WASATCH,998,84032 84036
PARKERS PRAIRIE,MN,MINNESOTA,OTTER TAIL,997,56361
MILLINGTON,MI,MICHIGAN,TUSCOLA,997,48746
WAVERLY,FL,FLORIDA,POLK,997,33877 33859
ATHENS,MI,MICHIGAN,CALHOUN,996,49011
PICKENS,MS,MISSISSIPPI,HOLMES,995,39146
SPRING GLEN,UT,UTAH,CARBON,995,84526
MORRISTOWN,MN,MINNESOTA,RICE,995,55052
CHUMUCKLA,FL,FLORIDA,SANTA ROSA,994,32571 32565
WAYNE CITY,IL,ILLINOIS,WAYNE,993,62895
ROWLAND,NC,NORTH CAROLINA,ROBESON,992,28383
BURGIN,KY,KENTUCKY,MERCER,992,40330 40310
PARKIN,AR,ARKANSAS,CROSS,990,72373
HAWESVILLE,KY,KENTUCKY,HANCOCK,990,42348
PAYSON,IL,ILLINOIS,ADAMS,990,62360
ROLLING HILLS,KY,KENTUCKY,JEFFERSON,989,40242
GREENFIELD,IL,ILLINOIS,GREENE,988,62044
HARMONY,MN,MINNESOTA,FILLMORE,987,55939
MULDRAUGH,KY,KENTUCKY,MEADE,986,40155
GOODFIELD,IL,ILLINOIS,WOODFORD,986,61742
GULF STREAM,FL,FLORIDA,PALM BEACH,985,33483
QUINTON,OK,OKLAHOMA,PITTSBURG,985,74561
TUMBLING SHOALS,AR,ARKANSAS,CLEBURNE,985,72581
CHUMS CORNER,MI,MICHIGAN,GRAND TRAVERSE,984,49684 49685
IRONVILLE,KY,KENTUCKY,BOYD,984,41102
COOLEEMEE,NC,NORTH CAROLINA,DAVIE,983,27028 27014
COYNE CENTER,IL,ILLINOIS,ROCK ISLAND,982,61264
HIGHLANDS,NC,NORTH CAROLINA,MACON,982,28741
BRISTOL,FL,FLORIDA,LIBERTY,980,32321
SCOTTS HILL,TN,TENNESSEE,DECATUR,979,38374
HENEFER,UT,UTAH,SUMMIT,979,84033
BRADFORD,TN,TENNESSEE,GIBSON,978,38316
SUNFLOWER,MS,MISSISSIPPI,SUNFLOWER,978,38778
CANE SAVANNAH,SC,SOUTH CAROLINA,SUMTER,978,29154
ELSIE,MI,MICHIGAN,CLINTON,978,48831
ELLERBE,NC,NORTH CAROLINA,RICHMOND,978,28338
HIGHTSVILLE,NC,NORTH CAROLINA,NEW HANOVER,977,28401
LAWRENCE,MI,MICHIGAN,VAN BUREN,976,49064
STONEWALL,MS,MISSISSIPPI,CLARKE,975,39330 39363
NAPOLEON,MI,MICHIGAN,JACKSON,975,49201 49261
DERMA,MS,MISSISSIPPI,CALHOUN,974,38916
ALCORN STATE UNIVERSITY,MS,MISSISSIPPI,CLAIBORNE,974,39096
BUHL,MN,MINNESOTA,ST. LOUIS,973,55713 55710 55758
MEREDOSIA,IL,ILLINOIS,MORGAN,972,62665
CHEBANSE,IL,ILLINOIS,KANKAKEE,971,60922
BIWABIK,MN,MINNESOTA,ST. LOUIS,969,55705 55708
MAZON,IL,ILLINOIS,GRUNDY,967,60444
WOODLAWN PARK,KY,KENTUCKY,JEFFERSON,967,40207
RAPIDS CITY,IL,ILLINOIS,ROCK ISLAND,967,61275 61278
AYNOR,SC,SOUTH CAROLINA,HORRY,967,29544 29511
HOUSTON,MN,MINNESOTA,HOUSTON,965,55943
VANCEBORO,NC,NORTH CAROLINA,CRAVEN,965,28586
METCALFE,MS,MISSISSIPPI,WASHINGTON,965,38760 38703
ODELL,IL,ILLINOIS,LIVINGSTON,964,60460
ATKINSON,IL,ILLINOIS,HENRY,964,61235
MANTUA,UT,UTAH,BOX ELDER,963,84324
DORTCHES,NC,NORTH CAROLINA,NASH,963,27809 27804
FIVE POINTS,NC,NORTH CAROLINA,HOKE,963,28376
ROSSVILLE,TN,TENNESSEE,FAYETTE,962,38066
SWANSEA,SC,SOUTH CAROLINA,LEXINGTON,961,29160
MENDON,IL,ILLINOIS,ADAMS,961,62351
SAUGATUCK,MI,MICHIGAN,ALLEGAN,960,49453
BENJAMIN,UT,UTAH,UTAH,960,84660 84651
MAMMOTH SPRING,AR,ARKANSAS,FULTON,960,72554
SCANLON,MN,MINNESOTA,CARLTON,959,55720
LA CENTER,KY,KENTUCKY,BALLARD,959,42056
GAINESBORO,TN,TENNESSEE,JACKSON,959,38562
BIRD ISLAND,MN,MINNESOTA,RENVILLE,959,55310
GLASFORD,IL,ILLINOIS,PEORIA,957,61533
SEQUOYAH,OK,OKLAHOMA,ROGERS,957,74017
VAIDEN,MS,MISSISSIPPI,CARROLL,957,39176
LINDEN,TN,TENNESSEE,PERRY,956,37096
FAISON,NC,NORTH CAROLINA,DUPLIN,956,28341
GERMANTON,NC,NORTH CAROLINA,FORSYTH,955,27019
RINGLING,OK,OKLAHOMA,JEFFERSON,954,73456
LAKE KATHRYN,FL,FLORIDA,LAKE,954,32767
LEVAN,UT,UTAH,JUAB,954,84639
STARTEX,SC,SOUTH CAROLINA,SPARTANBURG,954,29377 29385
WELEETKA,OK,OKLAHOMA,OKFUSKEE,954,74880
BELWOOD,NC,NORTH CAROLINA,CLEVELAND,954,28090
BRANCHVILLE,SC,SOUTH CAROLINA,ORANGEBURG,953,29432
WATKINS,MN,MINNESOTA,MEEKER,953,55389
MAGNOLIA,NC,NORTH CAROLINA,DUPLIN,952,28453
NASHWAUK,MN,MINNESOTA,ITASCA,952,55769 55775
MILLEDGEVILLE,IL,ILLINOIS,CARROLL,952,61051
GORE,OK,OKLAHOMA,SEQUOYAH,951,74435
COTTER,AR,ARKANSAS,BAXTER,950,72635 72626
ONSTED,MI,MICHIGAN,LENAWEE,950,49265
SHELDON,IL,ILLINOIS,IROQUOIS,949,60966
SILVER CITY,NC,NORTH CAROLINA,HOKE,949,28376
MANSFIELD,IL,ILLINOIS,PIATT,948,61854
BLUE MOUNTAIN,MS,MISSISSIPPI,TIPPAH,948,38610
FERGUSON,KY,KENTUCKY,PULASKI,947,42501 42533
WEST PELZER,SC,SOUTH CAROLINA,ANDERSON,946,29669
LAKE LINDEN,MI,MICHIGAN,HOUGHTON,946,49945
TIMBERLANE,IL,ILLINOIS,BOONE,946,61008 61065 61011
COLLINWOOD,TN,TENNESSEE,WAYNE,944,38450
RAYMOND,IL,ILLINOIS,MONTGOMERY,942,62560
ORLINDA,TN,TENNESSEE,ROBERTSON,940,37141
MEDFORD,OK,OKLAHOMA,GRANT,939,73759
CENTRAL LAKE,MI,MICHIGAN,ANTRIM,939,49622
NEW CASTLE,KY,KENTUCKY,HENRY,939,40058 40050
FRANKLIN GROVE,IL,ILLINOIS,LEE,938,61031
WENONA,IL,ILLINOIS,MARSHALL,938,61377
DRYDEN,MI,MICHIGAN,LAPEER,938,48428
HYDRO,OK,OKLAHOMA,BLAINE,937,73048
GREEN RIVER,UT,UTAH,EMERY,935,84525
LAMAR,SC,SOUTH CAROLINA,DARLINGTON,935,29069
MAYSVILLE,NC,NORTH CAROLINA,JONES,935,28555
WALKER,MN,MINNESOTA,CASS,934,56484
ELLIOTT,MS,MISSISSIPPI,GRENADA,934,38925 38901
BURNSVILLE,MS,MISSISSIPPI,TISHOMINGO,934,38833
LYNNVIEW,KY,KENTUCKY,JEFFERSON,933,40213
BRUNSWICK,NC,NORTH CAROLINA,COLUMBUS,933,28424 28472
PRENTISS,MS,MISSISSIPPI,JEFFERSON DAVIS,933,39474
GOLDEN BEACH,FL,FLORIDA,MIAMI-DADE,933,33160
WESTPHALIA,MI,MICHIGAN,CLINTON,933,48894
GRANDFIELD,OK,OKLAHOMA,TILLMAN,933,73546
CLARKRANGE,TN,TENNESSEE,FENTRESS,932,38553
LE ROY,MN,MINNESOTA,MOWER,932,55951
HENNING,TN,TENNESSEE,LAUDERDALE,931,38041
HENDERSON,MN,MINNESOTA,SIBLEY,930,56044
DEER RIVER,MN,MINNESOTA,ITASCA,930,56636
UNIONTOWN,KY,KENTUCKY,UNION,930,42461
LIBERTY,UT,UTAH,WEBER,929,84310
HESPERIA,MI,MICHIGAN,OCEANA,929,49421
JUPITER ISLAND,FL,FLORIDA,MARTIN,929,33455
BATTLE LAKE,MN,MINNESOTA,OTTER TAIL,929,56515
BLACK HAMMOCK,FL,FLORIDA,SEMINOLE,928,32765
TOOMSUBA,MS,MISSISSIPPI,LAUDERDALE,928,39364
PINE RIVER,MN,MINNESOTA,CASS,927,56474
SUMMERTON,SC,SOUTH CAROLINA,CLARENDON,927,29148
GUN CLUB ESTATES,FL,FLORIDA,PALM BEACH,927,33406
PETTIT,OK,OKLAHOMA,CHEROKEE,927,74451
FOREMAN,AR,ARKANSAS,LITTLE RIVER,926,71836
ALLEN,OK,OKLAHOMA,PONTOTOC,926,74825
BIG POINT,MS,MISSISSIPPI,JACKSON,925,39562
WALNUT GROVE,TN,TENNESSEE,SUMNER,925,37048
HUBBELL,MI,MICHIGAN,HOUGHTON,925,49934
PLEASANT HILL,IL,ILLINOIS,PIKE,925,62366
WARTBURG,TN,TENNESSEE,MORGAN,924,37887
OLD FORT,NC,NORTH CAROLINA,MCDOWELL,924,28762
WYANET,IL,ILLINOIS,BUREAU,923,61379
DELAND SOUTHWEST,FL,FLORIDA,VOLUSIA,923,32720 32723
MARINE,IL,ILLINOIS,MADISON,922,62061
QUINBY,SC,SOUTH CAROLINA,FLORENCE,922,29506
VILLAGE OF CLARKSTON,MI,MICHIGAN,OAKLAND,921,48346 48347
NORTH ENID,OK,OKLAHOMA,GARFIELD,921,73701
HALLOCK,MN,MINNESOTA,KITTSON,921,56728
MINERSVILLE,UT,UTAH,BEAVER,920,84752
SHABBONA,IL,ILLINOIS,DEKALB,920,60550
POMONA PARK,FL,FLORIDA,PUTNAM,920,32181
ATWOOD,TN,TENNESSEE,CARROLL,919,38220
PERCY,IL,ILLINOIS,RANDOLPH,919,62272
WOODVILLE,MS,MISSISSIPPI,WILKINSON,919,39669
GARYSBURG,NC,NORTH CAROLINA,NORTHAMPTON,918,27831
HELENWOOD,TN,TENNESSEE,SCOTT,918,37755
SHARON,TN,TENNESSEE,WEAKLEY,917,38255
MARVELL,AR,ARKANSAS,PHILLIPS,916,72366
WARRENVILLE,SC,SOUTH CAROLINA,AIKEN,915,29851
LANGDON PLACE,KY,KENTUCKY,JEFFERSON,915,40242 40241
GOSHEN,UT,UTAH,UTAH,915,84633
WAYNOKA,OK,OKLAHOMA,WOODS,914,73860
LELAND,IL,ILLINOIS,LASALLE,914,60531
BEAUMONT,MS,MISSISSIPPI,PERRY,914,39423
MOUNT OLIVE,MS,MISSISSIPPI,COVINGTON,912,39119
GRAWN,MI,MICHIGAN,GRAND TRAVERSE,912,49637
LOST CITY,OK,OKLAHOMA,CHEROKEE,912,74441
COLEMAN,FL,FLORIDA,SUMTER,911,33521 34785
CLAY CITY,IL,ILLINOIS,CLAY,911,62824
GARDEN GROVE,FL,FLORIDA,HERNANDO,911,34604
PEARLINGTON,MS,MISSISSIPPI,HANCOCK,911,39572
PANACEA,FL,FLORIDA,WAKULLA,910,32346
MORRICE,MI,MICHIGAN,SHIAWASSEE,910,48857
BARKER TEN MILE,NC,NORTH CAROLINA,ROBESON,909,28358
PINNACLE,NC,NORTH CAROLINA,STOKES,909,27043
TELLICO PLAINS,TN,TENNESSEE,MONROE,909,37385
MARSHALL,NC,NORTH CAROLINA,MADISON,908,28753
TEMPLE,OK,OKLAHOMA,COTTON,907,73568
EAST BERNSTADT,KY,KENTUCKY,LAUREL,906,40729
NORTH HAVERHILL,NH,NEW HAMPSHIRE,GRAFTON,905,3774
FRIENDSVILLE,TN,TENNESSEE,BLOUNT,903,37737
DYER,AR,ARKANSAS,CRAWFORD,902,72921 72935
TEXHOMA,OK,OKLAHOMA,TEXAS,901,73949
HARDIN,IL,ILLINOIS,CALHOUN,900,62047
SANTEE,SC,SOUTH CAROLINA,ORANGEBURG,900,29142
LAKE MACK-FOREST HILLS,FL,FLORIDA,LAKE,899,32720 32767
AUGUSTA,MI,MICHIGAN,KALAMAZOO,899,49012
OSSINEKE,MI,MICHIGAN,ALPENA,899,49766
BEAR RIVER CITY,UT,UTAH,BOX ELDER,898,84301
ROSEVILLE,IL,ILLINOIS,WARREN,898,61473
MCROBERTS,KY,KENTUCKY,LETCHER,898,41835
SEVILLE,FL,FLORIDA,VOLUSIA,897,32190
WHITE PLAINS,KY,KENTUCKY,HOPKINS,897,42464
BRENT,OK,OKLAHOMA,SEQUOYAH,896,74955 74936
WEST SWANZEY,NH,NEW HAMPSHIRE,CHESHIRE,896,03446 03469
COTTONDALE,FL,FLORIDA,JACKSON,895,32431 32448
COULTERVILLE,IL,ILLINOIS,RANDOLPH,895,62237
HUBBARD LAKE,MI,MICHIGAN,ALCONA,894,49747 48762
SOLANA,FL,FLORIDA,CHARLOTTE,894,33950
LEAKESVILLE,MS,MISSISSIPPI,GREENE,894,39451
NEW HAVEN,KY,KENTUCKY,NELSON,894,40051
EMPIRE CITY,OK,OKLAHOMA,STEPHENS,893,73529 73533
ANNVILLE,KY,KENTUCKY,JACKSON,893,40402 40486
ASHTON,IL,ILLINOIS,LEE,891,61006
ELKHORN CITY,KY,KENTUCKY,PIKE,890,41522 41513
PEMBROKE,KY,KENTUCKY,CHRISTIAN,889,42266
VIOLA,IL,ILLINOIS,MERCER,888,61486
LOBELVILLE,TN,TENNESSEE,PERRY,888,37097
BOWMAN,SC,SOUTH CAROLINA,ORANGEBURG,888,29018
CLARKSON,KY,KENTUCKY,GRAYSON,886,42754 42726
NORTH TUNICA,MS,MISSISSIPPI,TUNICA,886,38676
BELLEMEADE,KY,KENTUCKY,JEFFERSON,886,40223 40222
FORT LAWN,SC,SOUTH CAROLINA,CHESTER,886,29714
NORTH KEY LARGO,FL,FLORIDA,MONROE,886,33037
ADAIRVILLE,KY,KENTUCKY,LOGAN,885,42202
MAYVILLE,MI,MICHIGAN,TUSCOLA,885,48744
GRANT,MI,MICHIGAN,NEWAYGO,884,49327
MEDLEY,FL,FLORIDA,MIAMI-DADE,883,33178 33166 33198
CENTRAL,UT,UTAH,WASHINGTON,883,84722
UTICA,MS,MISSISSIPPI,HINDS,883,39175
PLEASUREVILLE,KY,KENTUCKY,SHELBY,883,40057
BIRCHWOOD VILLAGE,MN,MINNESOTA,WASHINGTON,882,55110
BARODA,MI,MICHIGAN,BERRIEN,882,49101
ELSINORE,UT,UTAH,SEVIER,882,84724
FAIR BLUFF,NC,NORTH CAROLINA,COLUMBUS,881,28439
TILDEN,IL,ILLINOIS,RANDOLPH,881,62292
DIXON,KY,KENTUCKY,WEBSTER,881,42409
GALATIA,IL,ILLINOIS,SALINE,880,62935
DELTON,MI,MICHIGAN,BARRY,879,49046
FOUKE,AR,ARKANSAS,MILLER,878,71837
KIRBY,AR,ARKANSAS,PIKE,878,71921 71950
ARGENTA,IL,ILLINOIS,MACON,877,62501
WEST POINT,KY,KENTUCKY,HARDIN,876,40177
QUAPAW,OK,OKLAHOMA,OTTAWA,876,74363
ARCADIA LAKES,SC,SOUTH CAROLINA,RICHLAND,874,29223 29206
LEEDS,UT,UTAH,WASHINGTON,873,84746 84737
CLEVELAND,NC,NORTH CAROLINA,ROWAN,872,27013
DALLAS CITY,IL,ILLINOIS,HANCOCK,872,62330
GRAND RIDGE,FL,FLORIDA,JACKSON,872,32442
FARWELL,MI,MICHIGAN,CLARE,871,48622
CASHION,OK,OKLAHOMA,KINGFISHER,871,73016
MONTREAT,NC,NORTH CAROLINA,BUNCOMBE,870,28711 28757
GLOSTER,MS,MISSISSIPPI,AMITE,869,39638
BLACK DIAMOND,FL,FLORIDA,CITRUS,867,34461 34465
INVERNESS,MS,MISSISSIPPI,SUNFLOWER,866,38753
ST. STEPHEN,MN,MINNESOTA,STEARNS,865,56375
GRANITEVILLE,VT,VERMONT,WASHINGTON,865,5654
TUNICA,MS,MISSISSIPPI,TUNICA,864,38676
ONAMIA,MN,MINNESOTA,MILLE LACS,864,56359
ST. GEORGE ISLAND,FL,FLORIDA,FRANKLIN,863,32328
SHEFFIELD,IL,ILLINOIS,BUREAU,863,61361
ALBANY,IL,ILLINOIS,WHITESIDE,863,61230
ELKVILLE,IL,ILLINOIS,JACKSON,863,62932
JENNINGS,FL,FLORIDA,HAMILTON,862,32053
DECATURVILLE,TN,TENNESSEE,DECATUR,862,38329
SCRANTON,SC,SOUTH CAROLINA,FLORENCE,862,29591
MANNSVILLE,OK,OKLAHOMA,JOHNSTON,862,73447
VINELAND,MN,MINNESOTA,MILLE LACS,861,56359
DIBBLE,OK,OKLAHOMA,MCCLAIN,861,73010 73031
WALNUT CREEK,NC,NORTH CAROLINA,WAYNE,861,27534
ORIENTAL,NC,NORTH CAROLINA,PAMLICO,861,28571
WEST SILOAM SPRINGS,OK,OKLAHOMA,DELAWARE,859,74338 74964
TAYLORTOWN,NC,NORTH CAROLINA,MOORE,858,28374 27376
BEARDEN,AR,ARKANSAS,OUACHITA,858,71720
ROCKY RIDGE,UT,UTAH,JUAB,858,84645
DEERFIELD,MI,MICHIGAN,LENAWEE,857,49238
GREERS FERRY,AR,ARKANSAS,CLEBURNE,856,72067
PAXTON,FL,FLORIDA,WALTON,856,32567 32538
MARION,MI,MICHIGAN,OSCEOLA,856,49665
SEILING,OK,OKLAHOMA,DEWEY,855,73663
OAKLAND,IL,ILLINOIS,COLES,854,61943
PLANTATION,KY,KENTUCKY,JEFFERSON,854,40242
MCBEE,SC,SOUTH CAROLINA,CHESTERFIELD,854,29101
OLJATO-MONUMENT VALLEY,UT,UTAH,SAN JUAN,854,84536
DOLLAR BAY,MI,MICHIGAN,HOUGHTON,853,49922 49930
RIO,FL,FLORIDA,MARTIN,853,34957
DEWAR,OK,OKLAHOMA,OKMULGEE,853,74431
ANNAWAN,IL,ILLINOIS,HENRY,853,61234 61344
ROCKFORD,TN,TENNESSEE,BLOUNT,852,37853 37804
WEST SALEM,IL,ILLINOIS,EDWARDS,851,62476
WOODSVILLE,NH,NEW HAMPSHIRE,GRAFTON,851,3785
MENDON,MI,MICHIGAN,ST. JOSEPH,851,49072
SPAULDING,IL,ILLINOIS,SANGAMON,849,62561
STAR,NC,NORTH CAROLINA,MONTGOMERY,849,27356
INMAN MILLS,SC,SOUTH CAROLINA,SPARTANBURG,849,29349
COLCORD,OK,OKLAHOMA,DELAWARE,849,74338
SOUTH WALLINS,KY,KENTUCKY,HARLAN,849,40873
PENTWATER,MI,MICHIGAN,OCEANA,848,49449
PAW PAW,IL,ILLINOIS,LEE,848,61353
STONINGTON,IL,ILLINOIS,CHRISTIAN,846,62567
LILYDALE,MN,MINNESOTA,DAKOTA,846,55118
CASPIAN,MI,MICHIGAN,IRON,845,49915 49935
SENTINEL,OK,OKLAHOMA,WASHITA,845,73664
CRENSHAW,MS,MISSISSIPPI,QUITMAN,845,38621
MAZEPPA,MN,MINNESOTA,WABASHA,845,55956
HUNTLAND,TN,TENNESSEE,FRANKLIN,844,37345
HACKETT,AR,ARKANSAS,SEBASTIAN,844,72937
FINCASTLE,KY,KENTUCKY,JEFFERSON,844,40241
SANFORD,MI,MICHIGAN,MIDLAND,844,48657
APPLE VALLEY,UT,UTAH,WASHINGTON,844,84763 84737
RICH SQUARE,NC,NORTH CAROLINA,NORTHAMPTON,844,27869
PELLSTON,MI,MICHIGAN,EMMET,843,49769
WITT,IL,ILLINOIS,MONTGOMERY,843,62094
BURNSIDE,KY,KENTUCKY,PULASKI,843,42503 42519 42544 42518
ILLIOPOLIS,IL,ILLINOIS,SANGAMON,842,62539
GAYLE MILL,SC,SOUTH CAROLINA,CHESTER,842,29706
KENANSVILLE,NC,NORTH CAROLINA,DUPLIN,841,28349
LAKE VICTORIA,MI,MICHIGAN,CLINTON,841,48848
EASTOVER,SC,SOUTH CAROLINA,RICHLAND,841,29044
CRYSTAL SPRINGS,FL,FLORIDA,PASCO,841,33540 33524
MABEN,MS,MISSISSIPPI,OKTIBBEHA,840,39750
MORGAN,MN,MINNESOTA,REDWOOD,840,56266
EMILY,MN,MINNESOTA,CROW WING,840,56447
RIEGELWOOD,NC,NORTH CAROLINA,COLUMBUS,840,28456
SOUTH WELDON,NC,NORTH CAROLINA,HALIFAX,840,27890
DOBBINS HEIGHTS,NC,NORTH CAROLINA,RICHMOND,839,28345
JONESVILLE,SC,SOUTH CAROLINA,UNION,838,29353
TREZEVANT,TN,TENNESSEE,CARROLL,838,38258
LAKE CITY,MI,MICHIGAN,MISSAUKEE,837,49651
WAGENER,SC,SOUTH CAROLINA,AIKEN,837,29164
RUSHFORD VILLAGE,MN,MINNESOTA,FILLMORE,836,55962 55971
SHALIMAR,FL,FLORIDA,OKALOOSA,836,32579
OTISVILLE,MI,MICHIGAN,GENESEE,835,48463
COPPERTON,UT,UTAH,SALT LAKE,835,84006
COALMONT,TN,TENNESSEE,GRUNDY,834,37313
MIDDLETOWN,MI,MICHIGAN,SHIAWASSEE,834,48867
POND CREEK,OK,OKLAHOMA,GRANT,834,73766
NEWMAN,IL,ILLINOIS,DOUGLAS,833,61942
WARRENTON,NC,NORTH CAROLINA,WARREN,833,27589
BLACKDUCK,MN,MINNESOTA,BELTRAMI,833,56630 56647
PENNEY FARMS,FL,FLORIDA,CLAY,833,32079 32043
SHOREHAM,MI,MICHIGAN,BERRIEN,832,49085
ELLENBORO,NC,NORTH CAROLINA,RUTHERFORD,832,28040
NORTH WALPOLE,NH,NEW HAMPSHIRE,CHESHIRE,832,3609
RICHLAND,MI,MICHIGAN,KALAMAZOO,831,49083
MAGAZINE,AR,ARKANSAS,LOGAN,830,72943
ST. JOSEPH,TN,TENNESSEE,LAWRENCE,829,38481
AU GRES,MI,MICHIGAN,ARENAC,829,48703
BRIMFIELD,IL,ILLINOIS,PEORIA,828,61517
ONAWAY,MI,MICHIGAN,PRESQUE ISLE,828,49765
ATTICA,MI,MICHIGAN,LAPEER,828,48412
