city,state_id,state_name,country_name,population,zips
HARTFORD,CT,CONNECTICUT,HARTFORD,905152,06106 06105 06103 06120 06112 06160 06114 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06167 06176 06183
EL PASO,TX,TEXAS,EL PASO,843386,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595
MCALLEN,TX,TEXAS,HIDALGO,804114,78573 78504 78503 78501 78502 78505
DAYTON,OH,OHIO,MONTGOMERY,718353,45432 45402 45403 45406 45404 45405 45409 45428 45420 45424 45410 45414 45417 45419 45377 45401 45412 45422 45423 45481 45490
AKRON,OH,OHIO,SUMMIT,565208,44306 44307 44304 44305 44302 44303 44301 44308 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398
NEW HAVEN,CT,CONNECTICUT,NEW HAVEN,564830,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540
WICHITA,KS,KANSAS,SEDGWICK,482249,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278
TOLEDO,OH,OHIO,LUCAS,482111,43615 43611 43613 43612 43614 43608 43610 43606 43607 43604 43605 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699
DENTON,TX,TEXAS,DENTON,457177,76207 76205 76201 76208 76209 76210 76259 76202 76203 76204 76206
MADISON,WI,WISCONSIN,DANE,447245,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794
ARLINGTON,TX,TEXAS,TARRANT,398854,76040 76006 76001 76002 76018 76013 76012 76011 76010 76017 76016 76015 76014 76003 76004 76005 76007 76019 76094 76096
YOUNGSTOWN,OH,OHIO,MAHONING,378732,44502 44503 44504 44505 44506 44507 44509 44511 44510 44501 44555
CORPUS CHRISTI,TX,TEXAS,NUECES,342464,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480
TRENTON,NJ,NEW JERSEY,MERCER,290716,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695
PLANO,TX,TEXAS,COLLIN,287677,75093 75023 75025 75024 75074 75075 75026 75086
NEWARK,NJ,NEW JERSEY,ESSEX,282011,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199
CANTON,OH,OHIO,STARK,269418,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799
LUBBOCK,TX,TEXAS,LUBBOCK,267648,79406 79423 79424 79416 79412 79413 79410 79411 79414 79404 79407 79401 79403 79415 79402 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499
LAREDO,TX,TEXAS,WEBB,262491,78046 78045 78043 78040 78041 78042
JERSEY CITY,NJ,NEW JERSEY,HUDSON,262075,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399
MCKINNEY,TX,TEXAS,COLLIN,258277,75069 75070 75071 75072
KILLEEN,TX,TEXAS,BELL,258009,76541 76543 76542 76549 76540 76547
GARLAND,TX,TEXAS,DALLAS,239928,75044 75041 75040 75043 75042 75046 75047 75049
IRVING,TX,TEXAS,DALLAS,239798,75063 75061 75060 75038 75039 75062 75014 75015 75016 75017 75059 75261 75326 75368
ATLANTIC CITY,NJ,NEW JERSEY,ATLANTIC,237054,08401 08404 08405
BROWNSVILLE,TX,TEXAS,CAMERON,227239,78521 78520 78526 78575 78578
APPLETON,WI,WISCONSIN,OUTAGAMIE,220570,54914 54915 54913 54911 54912 54919
COLLEGE STATION,TX,TEXAS,BRAZOS,215243,77845 77840 77841 77842 77843 77844 77881
GREEN BAY,WI,WISCONSIN,BROWN,207557,54311 54302 54304 54303 54301 54305 54306 54308
AMARILLO,TX,TEXAS,POTTER,205603,79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189
FRISCO,TX,TEXAS,COLLIN,200490,75034 75035 75033 75036
NORWICH,CT,CONNECTICUT,NEW LONDON,200289,06380 06389 06360
OVERLAND PARK,KS,KANSAS,JOHNSON,195494,66214 66210 66211 66212 66213 66224 66221 66223 66209 66202 66207 66204 66062 66085 66201 66225 66276 66282 66283
GRAND PRAIRIE,TX,TEXAS,DALLAS,194543,75052 75050 75051 75054 75053 75265
WACO,TX,TEXAS,MCLENNAN,192315,76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799
WATERBURY,CT,CONNECTICUT,NEW HAVEN,189614,06708 06702 06704 06706 06705 06710 06701 06703 06720 06721 06722 06723 06724 06725 06726
SIOUX FALLS,SD,SOUTH DAKOTA,MINNEHAHA,187239,57110 57104 57105 57106 57107 57103 57108 57197 57117 57101 57109 57186 57193
LORAIN,OH,OHIO,LORAIN,180279,44052 44053 44055
DANBURY,CT,CONNECTICUT,FAIRFIELD,176030,06810 06811 06813
ODESSA,TX,TEXAS,ECTOR,155998,79761 79762 79763 79765 79768 79769
MIDLAND,TX,TEXAS,MIDLAND,154793,79701 79706 79707 79705 79703 79702 79708 79711
PORT ARTHUR,TX,TEXAS,JEFFERSON,154468,77655 77640 77642 77611 77641 77643
KANSAS CITY,KS,KANSAS,WYANDOTTE,152960,66101 66102 66103 66104 66105 66106 66109 66115 66112 66111 66118 66110 66117 66119 66160
PASADENA,TX,TEXAS,HARRIS,151227,77058 77059 77586 77506 77507 77504 77505 77502 77503 77258 77501 77508
TOPEKA,KS,KANSAS,SHAWNEE,147458,66621 66622 66609 66608 66607 66606 66605 66604 66603 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699
BEAUMONT,TX,TEXAS,JEFFERSON,146091,77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726
PATERSON,NJ,NEW JERSEY,PASSAIC,145233,07524 07522 07514 07513 07505 07502 07504 07501 07503 07507 07509 07510 07533 07543 07544
TYLER,TX,TEXAS,SMITH,143796,75709 75702 75703 75701 75710 75712 75713 75798 75799
MESQUITE,TX,TEXAS,DALLAS,140937,75149 75150 75181 75185 75187
OLATHE,KS,KANSAS,JOHNSON,140545,66062 66061 66051 66063
CARROLLTON,TX,TEXAS,DALLAS,139248,75007 75006 75010 75011
HARLINGEN,TX,TEXAS,CAMERON,136037,78550 78552 78551 78553
ROUND ROCK,TX,TEXAS,WILLIAMSON,133372,78681 78664 78665 78682 78683
RACINE,WI,WISCONSIN,RACINE,130142,53405 53404 53406 53403 53402 53401 53407 53408
STAMFORD,CT,CONNECTICUT,FAIRFIELD,129638,06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927
ELIZABETH,NJ,NEW JERSEY,UNION,129216,07208 07202 07201 07206 07207
KENOSHA,WI,WISCONSIN,KENOSHA,124972,53144 53140 53142 53143 53141
ABILENE,TX,TEXAS,TAYLOR,123420,79605 79699 79603 79601 79607 79606 79602 79604 79608 79697 79698
PEARLAND,TX,TEXAS,BRAZORIA,122460,77047 77089 77584 77581 77588
RICHARDSON,TX,TEXAS,DALLAS,121323,75081 75080 75082 75045 75083 75085
SUGAR LAND,TX,TEXAS,FORT BEND,118488,77498 77478 77479 77487 77496
TEXAS CITY,TX,TEXAS,GALVESTON,118169,77591 77590 77539 77554
THE WOODLANDS,TX,TEXAS,MONTGOMERY,113819,77380 77381 77382 77384 77389 77393
LEWISVILLE,TX,TEXAS,DENTON,109212,75067 75056 75057 75077 75065 75029
LEAGUE CITY,TX,TEXAS,GALVESTON,107536,77573 77598 77511 77539 77565 77574 77592
EAU CLAIRE,WI,WISCONSIN,EAU CLAIRE,107404,54703 54701 54702
TEMPLE,TX,TEXAS,BELL,107258,76501 76502 76504 76508 76533
ALLEN,TX,TEXAS,COLLIN,105623,75002 75013
WICHITA FALLS,TX,TEXAS,WICHITA,104683,76308 76310 76311 76309 76306 76305 76302 76301 76307
EDINBURG,TX,TEXAS,HIDALGO,101170,78539 78542 78541 78540
SAN ANGELO,TX,TEXAS,TOM GREEN,101004,76905 76904 76901 76903 76908 76886 76902 76906 76909
LA CROSSE,WI,WISCONSIN,LA CROSSE,100693,54601 54603 54602
LONGVIEW,TX,TEXAS,GREGG,100330,75602 75601 75605 75604 75606 75608 75615 75660
LAWRENCE,KS,KANSAS,DOUGLAS,98648,66045 66044 66047 66046 66049
MIDDLETOWN,OH,OHIO,BUTLER,97730,45044 45005 45042
VINELAND,NJ,NEW JERSEY,CUMBERLAND,93239,08344 08361 08360 08362
RAPID CITY,SD,SOUTH DAKOTA,PENNINGTON,92664,57702 57703 57701
CONROE,TX,TEXAS,MONTGOMERY,91079,77384 77301 77303 77304 77305
NEW BRAUNFELS,TX,TEXAS,COMAL,90209,78132 78130 78131 78135
NORWALK,CT,CONNECTICUT,FAIRFIELD,88816,06854 06855 06856 06850 06851 06853 06852 06857 06858
BRYAN,TX,TEXAS,BRAZOS,86276,77808 77803 77802 77801 77807 77805 77806
CLIFTON,NJ,NEW JERSEY,PASSAIC,85052,07014 07013 07012 07011 07015
MISSION,TX,TEXAS,HIDALGO,84331,78574 78572
SPRINGFIELD,OH,OHIO,CLARK,82820,45503 45506 45505 45504
ATASCOCITA,TX,TEXAS,HARRIS,81557,77346 77396
NEWARK,OH,OHIO,LICKING,80451,43055 43058 43093
GEORGETOWN,TX,TEXAS,WILLIAMSON,79604,78633 78626 78628 78627
CEDAR PARK,TX,TEXAS,WILLIAMSON,79462,78613 78630
FLOWER MOUND,TX,TEXAS,DENTON,79135,75022 75028 76262 75027
PHARR,TX,TEXAS,HIDALGO,79112,78577
PARMA,OH,OHIO,CUYAHOGA,78103,44134 44130 44129
TEXARKANA,TX,TEXAS,BOWIE,77964,75501 75503 75599
BAYTOWN,TX,TEXAS,HARRIS,77192,77520 77521 77522
SAN MARCOS,TX,TEXAS,HAYS,76218,78666 78667
LAKE JACKSON,TX,TEXAS,BRAZORIA,75860,77515 77566
OSHKOSH,WI,WISCONSIN,WINNEBAGO,75536,54985 54904 54901 54902 54903 54906
MISSOURI CITY,TX,TEXAS,FORT BEND,75457,77489 77545 77071 77459
WAUSAU,WI,WISCONSIN,MARATHON,73593,54401 54403
CAMDEN,NJ,NEW JERSEY,CAMDEN,73562,08104 08105 08102 08103 08101
MANSFIELD,OH,OHIO,RICHLAND,73326,44905 44906 44907 44901 44902 44903
NEW BRITAIN,CT,CONNECTICUT,HARTFORD,72495,06052 06053 06051 06050
MANSFIELD,TX,TEXAS,TARRANT,72419,76063
WAUKESHA,WI,WISCONSIN,WAUKESHA,72299,53186 53188 53189 53187
JANESVILLE,WI,WISCONSIN,ROCK,70755,53545 53546 53548 53547
SHERMAN,TX,TEXAS,GRAYSON,70704,75092 75090 75091
NORTH RICHLAND HILLS,TX,TEXAS,TARRANT,70670,76180 76182 76185
PASSAIC,NJ,NEW JERSEY,PASSAIC,69703,7055
WEST BEND,WI,WISCONSIN,WASHINGTON,69504,53090 53095
SHEBOYGAN,WI,WISCONSIN,SHEBOYGAN,69393,53083 53081
LIMA,OH,OHIO,ALLEN,68878,45805 45801 45804
VICTORIA,TX,TEXAS,VICTORIA,68078,77901 77904 77905 77902 77903
UNION CITY,NJ,NEW JERSEY,HUDSON,67982,7087
ROWLETT,TX,TEXAS,DALLAS,67339,75089 75088 75030
SHAWNEE,KS,KANSAS,JOHNSON,65807,66214 66216 66217 66218 66227 66203 66226 66286
PFLUGERVILLE,TX,TEXAS,TRAVIS,65380,78660 78691
BAYONNE,NJ,NEW JERSEY,HUDSON,64897,7002
EAST ORANGE,NJ,NEW JERSEY,ESSEX,64367,07018 07017 07019
BELOIT,WI,WISCONSIN,ROCK,63762,53511 53512
LEANDER,TX,TEXAS,WILLIAMSON,62608,78641 78646
HAMILTON,OH,OHIO,BUTLER,62082,45015 45011 45013
SPRING,TX,TEXAS,HARRIS,60976,77373 77383 77387
BRISTOL,CT,CONNECTICUT,HARTFORD,59947,06010 06011
WEST ALLIS,WI,WISCONSIN,MILWAUKEE,59890,53219 53214 53227
MERIDEN,CT,CONNECTICUT,NEW HAVEN,59395,06451 06450
EULESS,TX,TEXAS,TARRANT,57197,76040 76051 76039
MANHATTAN,KS,KANSAS,RILEY,57046,66506 66502 66503 66505
EAGLE PASS,TX,TEXAS,MAVERICK,55686,78852
NEW BRUNSWICK,NJ,NEW JERSEY,MIDDLESEX,55676,08901 08875 08906 08933
LENEXA,KS,KANSAS,JOHNSON,55625,66214 66215 66216 66217 66219 66227 66220 66250
GRAPEVINE,TX,TEXAS,TARRANT,55281,76051 76099
FOND DU LAC,WI,WISCONSIN,FOND DU LAC,55209,54937 54935 54936
KETTERING,OH,OHIO,MONTGOMERY,54855,45440 45409 45429 45420 45419 45469 45479
WEST HAVEN,CT,CONNECTICUT,NEW HAVEN,54620,06516 06504
MILFORD,CT,CONNECTICUT,NEW HAVEN,54328,06461 06460
ELYRIA,OH,OHIO,LORAIN,53757,44035 44036
MILFORD CITY,CT,CONNECTICUT,NEW HAVEN,53195,06461 06460
LITTLE ELM,TX,TEXAS,DENTON,53126,75068 76227
WYLIE,TX,TEXAS,COLLIN,53067,75098 75173 75407 75166
DESOTO,TX,TEXAS,DALLAS,52988,75115 75123
WEST NEW YORK,NJ,NEW JERSEY,HUDSON,52723,7093
HOBOKEN,NJ,NEW JERSEY,HUDSON,52677,7030
PERTH AMBOY,NJ,NEW JERSEY,MIDDLESEX,51390,08861 08862
GALVESTON,TX,TEXAS,GALVESTON,50446,77551 77550 77554 77552 77553 77555
PLAINFIELD,NJ,NEW JERSEY,UNION,50317,07062 07063 07060 07061
FORNEY,TX,TEXAS,KAUFMAN,50251,75126
LAKEWOOD,OH,OHIO,CUYAHOGA,49678,44107
CUYAHOGA FALLS,OH,OHIO,SUMMIT,49106,44221 44223 44264 44313 44222
BEDFORD,TX,TEXAS,TARRANT,49049,76022 76021 75064 76095
DUBLIN,OH,OHIO,FRANKLIN,49037,43002 43017 43016
RIO GRANDE CITY,TX,TEXAS,STARR,48610,78582
FINDLAY,OH,OHIO,HANCOCK,48469,45840 45839
KYLE,TX,TEXAS,HAYS,48393,78666 78640
BURLESON,TX,TEXAS,JOHNSON,48225,76028 76058 76097
FARMERS BRANCH,TX,TEXAS,DALLAS,48158,75234 75244 75381
WAUWATOSA,WI,WISCONSIN,MILWAUKEE,48118,53213 53225 53226 53222
CEDAR HILL,TX,TEXAS,DALLAS,47930,75104 75106
BEAVERCREEK,OH,OHIO,GREENE,47741,45440 45434 45432 45431 45430 45301 45435 45482
MENTOR,OH,OHIO,LAKE,47262,44060 44061
KELLER,TX,TEXAS,TARRANT,47213,76248 76262
NEW PHILADELPHIA,OH,OHIO,TUSCARAWAS,46698,44663
SANDUSKY,OH,OHIO,ERIE,46655,44870 44871
SALINA,KS,KANSAS,SALINE,46550,67401 67402
EUCLID,OH,OHIO,CUYAHOGA,46550,44132 44119 44117 44123
WEATHERFORD,TX,TEXAS,PARKER,46268,76086 76087
MIDDLETOWN,CT,CONNECTICUT,MIDDLESEX,46258,06457 06459
LEAVENWORTH,KS,KANSAS,LEAVENWORTH,46192,66027 66048
ROCKWALL,TX,TEXAS,ROCKWALL,45888,75032 75087 75189
MARION,OH,OHIO,MARION,45181,43302
LUFKIN,TX,TEXAS,ANGELINA,44867,75904 75901 75903 75915
MANITOWOC,WI,WISCONSIN,MANITOWOC,44770,54220
STRONGSVILLE,OH,OHIO,CUYAHOGA,44660,44136 44149
LANCASTER,OH,OHIO,FAIRFIELD,44447,43130
THE COLONY,TX,TEXAS,DENTON,44438,75034 75056
HACKENSACK,NJ,NEW JERSEY,BERGEN,44188,07601 07602
SAYREVILLE,NJ,NEW JERSEY,MIDDLESEX,44173,08872 08879 08859 08871
DEL RIO,TX,TEXAS,VAL VERDE,44121,78840 78841 78842 78847
CLEVELAND HEIGHTS,OH,OHIO,CUYAHOGA,43992,44121 44118 44112 44106
HALTOM CITY,TX,TEXAS,TARRANT,43874,76137 76148 76117
CHANNELVIEW,TX,TEXAS,HARRIS,43055,77530 77049
STEVENS POINT,WI,WISCONSIN,PORTAGE,42837,54481 54482
FAIRFIELD,OH,OHIO,BUTLER,42558,45014
HUTCHINSON,KS,KANSAS,RENO,42531,67502 67501
LINDEN,NJ,NEW JERSEY,UNION,42361,7036
HUNTSVILLE,TX,TEXAS,WALKER,42241,77340 77342 77320 77341 77343 77344 77348 77349
SCHERTZ,TX,TEXAS,GUADALUPE,42042,78108 78154
GROVE CITY,OH,OHIO,FRANKLIN,41820,43123
WESLACO,TX,TEXAS,HIDALGO,41629,78596 78599
ZANESVILLE,OH,OHIO,MUSKINGUM,41589,43701 43702
COPPELL,TX,TEXAS,DALLAS,41421,75019 75099
DELAWARE,OH,OHIO,DELAWARE,41283,43015
SHELTON,CT,CONNECTICUT,FAIRFIELD,41129,6484
WESTERVILLE,OH,OHIO,FRANKLIN,41103,43081 43082 43086
KEARNY,NJ,NEW JERSEY,HUDSON,41058,07032 07099
FRIENDSWOOD,TX,TEXAS,GALVESTON,40290,77546 77549
TORRINGTON,CT,CONNECTICUT,LITCHFIELD,40003,6790
NEW BERLIN,WI,WISCONSIN,WAUKESHA,39691,53146 53151
LANCASTER,TX,TEXAS,DALLAS,39228,75146 75134
BROOKFIELD,WI,WISCONSIN,WAUKESHA,39115,53005 53045 53008
WARREN,OH,OHIO,TRUMBULL,38752,44483 44485 44484
DUNCANVILLE,TX,TEXAS,DALLAS,38751,75116 75137 75138
HURST,TX,TEXAS,TARRANT,38655,76054 76053
FORT LEE,NJ,NEW JERSEY,BERGEN,38605,7024
REYNOLDSBURG,OH,OHIO,FRANKLIN,38327,43068 43069
ROSENBERG,TX,TEXAS,FORT BEND,38307,77471 77469
HUBER HEIGHTS,OH,OHIO,MONTGOMERY,38154,45424
MENOMONEE FALLS,WI,WISCONSIN,WAUKESHA,38014,53051 53052
GRANBURY,TX,TEXAS,HOOD,37996,76048 76049
WAXAHACHIE,TX,TEXAS,ELLIS,37988,75165 75167
MISSION BEND,TX,TEXAS,FORT BEND,37979,77083
CLEBURNE,TX,TEXAS,JOHNSON,37468,76058 76031 76033
GREENFIELD,WI,WISCONSIN,MILWAUKEE,37221,53221 53220 53228
SAN JUAN,TX,TEXAS,HIDALGO,37008,78589
HILLIARD,OH,OHIO,FRANKLIN,36534,43026
OAK CREEK,WI,WISCONSIN,MILWAUKEE,36325,53154
PORTSMOUTH,OH,OHIO,SCIOTO,36111,45662
FRANKLIN,WI,WISCONSIN,MILWAUKEE,35811,53132
JUNCTION CITY,KS,KANSAS,GEARY,35677,66441
GAHANNA,OH,OHIO,FRANKLIN,35483,43230
UPPER ARLINGTON,OH,OHIO,FRANKLIN,35366,43220 43221 43212
LA PORTE,TX,TEXAS,HARRIS,34976,77571 77572
BRUNSWICK,OH,OHIO,MEDINA,34880,44212
STOW,OH,OHIO,SUMMIT,34785,44224
LEAWOOD,KS,KANSAS,JOHNSON,34727,66211 66224 66209 66206
SUN PRAIRIE,WI,WISCONSIN,DANE,34661,53590
BOARDMAN,OH,OHIO,MAHONING,34431,44512 44511 44514 44513
NACOGDOCHES,TX,TEXAS,NACOGDOCHES,34420,75962 75961 75964 75965 75963
NORTH RIDGEVILLE,OH,OHIO,LORAIN,34392,44039
SOCORRO,TX,TEXAS,EL PASO,34370,79927
FAIRBORN,OH,OHIO,GREENE,33876,45324
MASON,OH,OHIO,WARREN,33870,45040
MIDLOTHIAN,TX,TEXAS,ELLIS,33532,76065
DEER PARK,TX,TEXAS,HARRIS,33474,77536 77571
BRIDGETON,NJ,NEW JERSEY,CUMBERLAND,33379,8302
COPPERAS COVE,TX,TEXAS,CORYELL,33235,76522
FRANKLIN,NJ,NEW JERSEY,SUSSEX,33153,7416
FAIR LAWN,NJ,NEW JERSEY,BERGEN,32896,7410
MASSILLON,OH,OHIO,STARK,32584,44647 44646
HARKER HEIGHTS,TX,TEXAS,BELL,32421,76548 76513
SOUTHLAKE,TX,TEXAS,TARRANT,32376,76092
BOWLING GREEN,OH,OHIO,WOOD,32249,43402 43403
WESTLAKE,OH,OHIO,CUYAHOGA,32032,44145
CHILLICOTHE,OH,OHIO,ROSS,31999,45601
GARFIELD,NJ,NEW JERSEY,BERGEN,31802,7026
NORTH OLMSTED,OH,OHIO,CUYAHOGA,31341,44070
CIBOLO,TX,TEXAS,GUADALUPE,31281,78124 78108
ALLIANCE,OH,OHIO,STARK,31255,44601
PRINCETON,NJ,NEW JERSEY,MERCER,31187,08540 08542 08541 08544
NAUGATUCK,CT,CONNECTICUT,NEW HAVEN,31108,6770
FITCHBURG,WI,WISCONSIN,DANE,30792,53575 53719 53711 53713 53744
WOOSTER,OH,OHIO,WAYNE,30750,44691
KERRVILLE,TX,TEXAS,KERR,30623,78028
LONG BRANCH,NJ,NEW JERSEY,MONMOUTH,30241,7740
NORTH ROYALTON,OH,OHIO,CUYAHOGA,30068,44133
SEGUIN,TX,TEXAS,GUADALUPE,29992,78155 78115 78156
EAST LIVERPOOL,OH,OHIO,COLUMBIANA,29898,43920
RAHWAY,NJ,NEW JERSEY,UNION,29895,7065
GARDEN CITY,KS,KANSAS,FINNEY,29659,67846
KENT,OH,OHIO,PORTAGE,29646,44243 44240 44242
WESTFIELD,NJ,NEW JERSEY,UNION,29512,7090
ATHENS,OH,OHIO,ATHENS,29122,45701
BIG SPRING,TX,TEXAS,HOWARD,28913,79720 79721
GREENVILLE,TX,TEXAS,HUNT,28827,75401 75402
AUSTINTOWN,OH,OHIO,MAHONING,28488,44515 44511
ENGLEWOOD,NJ,NEW JERSEY,BERGEN,28402,7631
ABERDEEN,SD,SOUTH DAKOTA,BROWN,28257,57401
CONVERSE,TX,TEXAS,BEXAR,28171,78109
WISCONSIN RAPIDS,WI,WISCONSIN,WOOD,27966,54495 54494
HUTTO,TX,TEXAS,WILLIAMSON,27947,78634
ASHTABULA,OH,OHIO,ASHTABULA,27645,44004 44005
GARFIELD HEIGHTS,OH,OHIO,CUYAHOGA,27448,44125 44105
MILLVILLE,NJ,NEW JERSEY,CUMBERLAND,27391,8332
BERGENFIELD,NJ,NEW JERSEY,BERGEN,27327,7621
