city,state_id,state_name,country_name,population,zips
CHULA VISTA,CA,CALIFORNIA,SAN DIEGO,274492,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921
EUGENE,OR,OREGON,LANE,273439,97405 97404 97401 97403 97402 97440
SALEM,OR,OREGON,MARION,266804,97302 97301 97306 97304 97317 97309 97310 97311 97312 97314
LAFAYETTE,LA,LOUISIANA,LAFAYETTE,264357,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598
CHANDLER,AZ,ARIZONA,MARICOPA,261165,85248 85249 85226 85224 85225 85286 85246
SCOTTSDALE,AZ,ARIZONA,MARICOPA,258069,85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271
MONTGOMERY,AL,ALABAMA,MONTGOMERY,254634,36064 36112 36113 36110 36111 36117 36115 36116 36108 36105 36104 36106 36109 36107 36101 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191
GILBERT,AZ,ARIZONA,MARICOPA,254114,85233 85234 85297 85296 85295 85298 85236 85244 85299
GLENDALE,AZ,ARIZONA,MARICOPA,252381,85301 85303 85302 85304 85306 85308 85355 85305 85307 85309 85310 85311 85312 85318
NORTH LAS VEGAS,NV,NEVADA,CLARK,251974,89032 89031 89030 89086 89084 89085 89081 89115 89033 89087
CHESAPEAKE,VA,VIRGINIA,CHESAPEAKE,244835,23325 23324 23323 23322 23321 23320 23326 23327 23328
NORFOLK,VA,VIRGINIA,NORFOLK,242742,23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541
FREMONT,CA,CALIFORNIA,ALAMEDA,241110,94536 94538 94539 94555 94537
VISALIA,CA,CALIFORNIA,TULARE,237386,93277 93291 93292 93278 93279 93290
PARADISE,NV,NEVADA,CLARK,235087,89103 89102 89109 89183 89169 89118 89119 89121 89120 89123 89111 89132 89136 89154 89157 89159 89160 89170 89177 89193
ARLINGTON,VA,VIRGINIA,ARLINGTON,233464,22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350
AVONDALE,AZ,ARIZONA,MARICOPA,227289,85323 85392 85329
SAN BERNARDINO,CA,CALIFORNIA,SAN BERNARDINO,215784,92401 92407 92405 92408 92404 92411 92410 92346 92369 92403 92406 92413 92415 92418 92423 92427
THOUSAND OAKS,CA,CALIFORNIA,VENTURA,215029,91320 91360 91361 91362 91319 91358 91359
ROANOKE,VA,VIRGINIA,ROANOKE,214674,24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043
FONTANA,CA,CALIFORNIA,SAN BERNARDINO,214547,92335 92336 92337 92331 92334 92402
MORENO VALLEY,CA,CALIFORNIA,RIVERSIDE,213055,92551 92553 92555 92557 92552 92554 92556
SPRING VALLEY,NV,NEVADA,CLARK,207127,89103 89147 89146 89148 89113 89117 89118 89150 89164 89173
SANTA BARBARA,CA,CALIFORNIA,SANTA BARBARA,202401,93105 93101 93103 93109 93102 93106 93120 93121 93130 93140 93190
GLENDALE,CA,CALIFORNIA,LOS ANGELES,199303,91210 91214 91046 91201 91204 91208 91203 91202 91205 91207 91206 91020 91209 91221 91222 91225 91226
HUNTINGTON BEACH,CA,CALIFORNIA,ORANGE,199223,92646 92647 92648 92649 90742 92605 92615
TEMPE,AZ,ARIZONA,MARICOPA,195805,85281 85282 85283 85284 85280 85285 85287 85288
SUNRISE MANOR,NV,NEVADA,CLARK,193781,89104 89142 89110 89115 89156 89121 89122 89162 89180
SALINAS,CA,CALIFORNIA,MONTEREY,190972,93901 93905 93906 93902 93915
HUNTINGTON,WV,WEST VIRGINIA,CABELL,186034,25703 25702 25701 25705 25704 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25755 25772 25773 25774 25775 25776 25777 25778
ONTARIO,CA,CALIFORNIA,SAN BERNARDINO,185010,91762 91761 91764 91743 91758
HAGERSTOWN,MD,MARYLAND,WASHINGTON,184755,21740 21742 21741 21747 21749
NEWPORT NEWS,VA,VIRGINIA,NEWPORT NEWS,179225,23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630
RANCHO CUCAMONGA,CA,CALIFORNIA,SAN BERNARDINO,177603,91730 91701 91739 91737 91729
HEMET,CA,CALIFORNIA,RIVERSIDE,177253,92545 92543 92546
SANTA CRUZ,CA,CALIFORNIA,SANTA CRUZ,176428,95065 95064 95060 95062 95061 95063 95067
PEORIA,AZ,ARIZONA,MARICOPA,175961,85381 85383 85382 85373 85345 85342 85380 85385
OCEANSIDE,CA,CALIFORNIA,SAN DIEGO,175742,92054 92057 92058 92056 92049 92051 92052 92068
ELK GROVE,CA,CALIFORNIA,SACRAMENTO,174775,95757 95758 95624 95759
VALLEJO,CA,CALIFORNIA,SOLANO,173256,94592 94590 94591 94589
GARDEN GROVE,CA,CALIFORNIA,ORANGE,171644,92844 92843 92840 92841 92845 92842 92846
ENTERPRISE,NV,NEVADA,CLARK,171108,89178 89183 89054 89139 89141 89148 89113 89118 89119 89123
MEDFORD,OR,OREGON,JACKSON,170876,97504 97501
CORONA,CA,CALIFORNIA,RIVERSIDE,169868,92882 92880 92881 92879 92877 92878
FREDERICKSBURG,VA,VIRGINIA,FREDERICKSBURG,168909,22401 22404 22412
ALEXANDRIA,VA,VIRGINIA,ALEXANDRIA,159428,22302 22301 22304 22305 22311 22314 20598 22320 22331 22332 22333 22334
HAYWARD,CA,CALIFORNIA,ALAMEDA,159203,94541 94542 94545 94544 94540 94543 94557
FREDERICK,MD,MARYLAND,FREDERICK,156787,21705 21703 21702 21701 21709
LAKE CHARLES,LA,LOUISIANA,CALCASIEU,156181,70605 70607 70601 70615 70602 70606 70609 70612 70616 70629
TUSCALOOSA,AL,ALABAMA,TUSCALOOSA,155499,35475 35476 35405 35404 35406 35401 35403 35407 35486 35487
PALMDALE,CA,CALIFORNIA,LOS ANGELES,155079,93552 93550 93591 93551 93590 93599
SUNNYVALE,CA,CALIFORNIA,SANTA CLARA,152703,95002 94089 94085 94086 94087 94088
POMONA,CA,CALIFORNIA,LOS ANGELES,151691,91766 91767 91768 91769
ESCONDIDO,CA,CALIFORNIA,SAN DIEGO,151625,92029 92025 92026 92027 92030 92033 92046
FAIRFIELD,CA,CALIFORNIA,SOLANO,148683,94585 94533 94534 94535
MERCED,CA,CALIFORNIA,MERCED,145149,95348 95340 95341 95343
TORRANCE,CA,CALIFORNIA,LOS ANGELES,143592,90277 90501 90503 90505 90504 90507 90508 90509 90510
YUMA,AZ,ARIZONA,YUMA,142847,85365 85364 85369
METAIRIE,LA,LOUISIANA,JEFFERSON,142135,70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055
SURPRISE,AZ,ARIZONA,MARICOPA,141664,85361 85379 85388 85387 85374 85375 85378
ROSEVILLE,CA,CALIFORNIA,PLACER,141500,95661 95747 95678
PASADENA,CA,CALIFORNIA,LOS ANGELES,141029,91101 91106 91107 91105 91103 91104 91102 91109 91110 91114 91115 91116 91117 91121 91123 91124 91125 91126 91129 91182 91184 91188 91189 91199
SANTA MARIA,CA,CALIFORNIA,SANTA BARBARA,140545,93454 93455 93458
HOUMA,LA,LOUISIANA,TERREBONNE,140469,70363 70360 70361
CHARLESTON,WV,WEST VIRGINIA,KANAWHA,138706,25305 25304 25303 25302 25301 25311 25312 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25387 25392 25396
ORANGE,CA,CALIFORNIA,ORANGE,138669,92868 92869 92866 92867 92865 92856 92857 92863 92864
FULLERTON,CA,CALIFORNIA,ORANGE,138632,92833 92831 92835 92832 92834 92836 92837 92838
LAS CRUCES,NM,NEW MEXICO,DOÑA ANA,136254,88012 88011 88005 88007 88001 87654 88006 88013
HAMPTON,VA,VIRGINIA,HAMPTON,134510,23666 23651 23605 23669 23661 23663 23664 23665 23667 23668 23670 23681
SANTA CLARA,CA,CALIFORNIA,SANTA CLARA,130365,95054 95050 95051 95053 95052 95055 95056
LYNCHBURG,VA,VIRGINIA,LYNCHBURG,126814,24504 24502 24503 24501 24505 24506 24513 24514
SIMI VALLEY,CA,CALIFORNIA,VENTURA,126589,93063 93065 93062 93094 93099
BERKELEY,CA,CALIFORNIA,ALAMEDA,121363,94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712
REDDING,CA,CALIFORNIA,SHASTA,121313,96002 96003 96001
EAST LOS ANGELES,CA,CALIFORNIA,LOS ANGELES,121187,90063 90022 90023
YUBA CITY,CA,CALIFORNIA,SUTTER,120456,95991 95993
GILROY,CA,CALIFORNIA,SANTA CLARA,118993,95020
CHICO,CA,CALIFORNIA,BUTTE,117668,95973 95926 95928 95927 95929 95976
SEASIDE,CA,CALIFORNIA,MONTEREY,116720,93955
EL MONTE,CA,CALIFORNIA,LOS ANGELES,115487,91732 91731 91733 91734 91735
CARLSBAD,CA,CALIFORNIA,SAN DIEGO,115382,92008 92009 92011 92010 92013 92018
TEMECULA,CA,CALIFORNIA,RIVERSIDE,114761,92590 92591 92592 92589 92593
CLOVIS,CA,CALIFORNIA,FRESNO,114584,93611 93612 93619 93613 93747
COSTA MESA,CA,CALIFORNIA,ORANGE,113003,92626 92627 92628
MONROE,LA,LOUISIANA,OUACHITA,112891,71209 71203 71202 71201 71207 71210 71212 71213 71217
EL CENTRO,CA,CALIFORNIA,IMPERIAL,111425,92243 92244
SANTA FE,NM,NEW MEXICO,SANTA FE,111269,87505 87507 87501 87502 87503 87509
DOWNEY,CA,CALIFORNIA,LOS ANGELES,111126,90242 90240 90241 90239
RICHMOND,CA,CALIFORNIA,CONTRA COSTA,110567,94530 94850 94801 94803 94804 94805 94806 94802 94807 94808
BEND,OR,OREGON,DESCHUTES,109802,97702 97701 97703 97708 97709
JURUPA VALLEY,CA,CALIFORNIA,RIVERSIDE,109527,92509 91752 92519
GRESHAM,OR,OREGON,MULTNOMAH,109381,97030 97233 97230 97080
HILLSBORO,OR,OREGON,WASHINGTON,109128,97006 97123 97124 97129
SAN BUENAVENTURA,CA,CALIFORNIA,VENTURA,109106,93004 93001 93003 93002 93005 93006 93007 93009
INGLEWOOD,CA,CALIFORNIA,LOS ANGELES,108151,90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312
TURLOCK,CA,CALIFORNIA,STANISLAUS,107317,95380 95382 95381
SALISBURY,MD,MARYLAND,WICOMICO,106447,21802 21804 21801
DALY CITY,CA,CALIFORNIA,SAN MATEO,106280,94015 94014 94016 94017
WEST COVINA,CA,CALIFORNIA,LOS ANGELES,105101,91792 91791 91790 91793
SPARKS,NV,NEVADA,WASHOE,105006,89436 89434 89431 89432 89435 89437
SAN MATEO,CA,CALIFORNIA,SAN MATEO,104430,94404 94401 94402 94403 94497
COLUMBIA,MD,MARYLAND,HOWARD,103991,21044 21045 21046 21029 20588 21150
NORWALK,CA,CALIFORNIA,LOS ANGELES,103949,90650 90651 90652
RIALTO,CA,CALIFORNIA,SAN BERNARDINO,103526,92316 92376 92377
MANTECA,CA,CALIFORNIA,SAN JOAQUIN,103420,95337 95336
ARDEN-ARCADE,CA,CALIFORNIA,SACRAMENTO,102864,95864 95821 95825 95608 95860 95865 95866
EL CAJON,CA,CALIFORNIA,SAN DIEGO,102708,92020 92021 92019
BURBANK,CA,CALIFORNIA,LOS ANGELES,102511,91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526
VISTA,CA,CALIFORNIA,SAN DIEGO,101638,92084 92083 92081 92085
PRESCOTT VALLEY,AZ,ARIZONA,YAVAPAI,101539,86327 86315 86314 86312
VACAVILLE,CA,CALIFORNIA,SOLANO,101444,95687 95688
CHARLOTTESVILLE,VA,VIRGINIA,CHARLOTTESVILLE,100416,22901 22902 22903 22905 22906 22909
TRACY,CA,CALIFORNIA,SAN JOAQUIN,100049,95377 95376 95304
RIO RANCHO,NM,NEW MEXICO,SANDOVAL,99178,87124 87121 87144 87174
BEAVERTON,OR,OREGON,WASHINGTON,99037,97225 97005 97007 97006 97008 97075 97076 97077 97079
SAN TAN VALLEY,AZ,ARIZONA,PINAL,96692,85143 85140
SAN MARCOS,CA,CALIFORNIA,SAN DIEGO,96664,92078 92069 92079 92096
MANDEVILLE,LA,LOUISIANA,ST. TAMMANY,95968,70448 70471 70470
HESPERIA,CA,CALIFORNIA,SAN BERNARDINO,95750,92345 92344 92340
COMPTON,CA,CALIFORNIA,LOS ANGELES,95605,90220 90221 90222 90223
MENIFEE,CA,CALIFORNIA,RIVERSIDE,94756,92587 92586 92585 92584 92564
PORTSMOUTH,VA,VIRGINIA,PORTSMOUTH,94398,23709 23708 23704 23707 23701 23703 23702 23705
CHINO,CA,CALIFORNIA,SAN BERNARDINO,94371,91710 91708
HANFORD,CA,CALIFORNIA,KINGS,94028,93230
SOUTH GATE,CA,CALIFORNIA,LOS ANGELES,93444,90280
SLIDELL,LA,LOUISIANA,ST. TAMMANY,93040,70460 70458 70459 70469
AUBURN,AL,ALABAMA,LEE,92777,36849 36832 36830 36831
SUFFOLK,VA,VIRGINIA,SUFFOLK,92108,23433 23432 23437 23436 23435 23434 23438 23439
BLACKSBURG,VA,VIRGINIA,MONTGOMERY,91888,24060 24061 24062 24063 24111
CARSON,CA,CALIFORNIA,LOS ANGELES,91394,90248 90810 90747 90746 90745 90224 90749 90895
LIVERMORE,CA,CALIFORNIA,ALAMEDA,90923,94550 94551
WESTMINSTER,CA,CALIFORNIA,ORANGE,90643,92683 92684 92685
GERMANTOWN,MD,MARYLAND,MONTGOMERY,90582,20876 20874 20875
SANTA MONICA,CA,CALIFORNIA,LOS ANGELES,90401,90401 90402 90403 90404 90405 90406 90407 90408 90409 90410 90411
SAN LEANDRO,CA,CALIFORNIA,ALAMEDA,88815,94578 94579 94577 94622
CITRUS HEIGHTS,CA,CALIFORNIA,SACRAMENTO,87796,95621 95610 95611
GOODYEAR,AZ,ARIZONA,MARICOPA,86840,85139 85338 85326 85340 85395
HAWTHORNE,CA,CALIFORNIA,LOS ANGELES,86068,90250 90251 90310
REDWOOD CITY,CA,CALIFORNIA,SAN MATEO,85925,94065 94062 94063 94061
HOOVER,AL,ALABAMA,JEFFERSON,85768,35216 35244 35242 35080 35226 35236 35260
LAKE FOREST,CA,CALIFORNIA,ORANGE,85531,92610 92679 92630 92609
NAPA,CA,CALIFORNIA,NAPA,85239,94558 94559 94581
WHITTIER,CA,CALIFORNIA,LOS ANGELES,85098,90603 90602 90601 90606 90605 90607 90608 90609
NEWPORT BEACH,CA,CALIFORNIA,ORANGE,84534,92662 92663 92660 92661 92625 92657 92658 92659
MILPITAS,CA,CALIFORNIA,SANTA CLARA,84196,95035
MADERA,CA,CALIFORNIA,MADERA,84086,93637 93638 93639
CHINO HILLS,CA,CALIFORNIA,SAN BERNARDINO,83853,91709
